code	id	name	name_np	parent
2353	2353	Jaleshwor Municipaltiy	जलेश्वर नगरपालीका	2025
2342	2342	Tribeni  Rural Municipality	त्रिवेणी गाउँपालिका	2061
2344	2344	Bideha  Municipaltiy	बिदेह नगरपालीका	2024
2346	2346	Arnama Rural Municipality	अर्नमा गाउँपालिका	2023
2347	2347	Madi  Rural Municipality	माडी गाउँपालिका	2061
2348	2348	Mithila  Municipaltiy	मिथिला नगरपालीका	2024
2349	2349	Nawaorajpur Rural Municipality	नवराजपुर गाउँपालिका	2023
2350	2350	RUNTIGADHI RURAL MUNICIPALITY	रून्टीगढी गाउँपालिका	2061
2352	2352	Lungri  Rural Municipality	लुङग्री गाउँपालिका	2061
2358	2358	SUNACHHAHARI RURAL MUNICIPALITY	सुनछहरी गाउँपालिका	2061
2361	2361	Jankanadine Rural Municipaltiy	जनकनन्दिनी गाउँपालिका	2024
2362	2362	Thabang  Rural Municipality	थबाङ गाउँपालिका	2061
2363	2363	Yekdara Rural Municipality	एकडारा गाउँपालिका	2025
2359	2359	Gaushala Municipality	गौशाला नगरपालीका	2025
2370	2370	Loharpatti Municipaltiy	लोहरपटी नगरपालिका	2025
2369	2369	Samsi Rural Municipality	साम्सी गाउँपालिका	2025
2372	2372	Mahottari Rural Municipality	महोत्तरी गाउँपालिका	2025
2345	2345	Pariwartan  Rural Municipality	परिवर्तन गाउँपालिका	2061
2355	2355	Gangadev Rural Municipality	गंगादेव गाउँपालिका	2061
2336	2336	Ganeshman Charnath Municipality	गणेशमान चारनाथ नगरपालीका	2024
2322	2322	Karjanha Municipality	कर्जन्हा नगरपालिका	2023
2339	2339	Dhanusatham Municipality	धनुषाथाम नगरपालीका	2024
2341	2341	Nagarain Municipality	नगराइन नगरपालीका	2024
2354	2354	Sabaila Municipality	सबैला नगरपालीका	2024
2357	2357	Kamala Municipality	कमला नगरपालिका	2024
2364	2364	Bateswar Rural Municipality	बट्टेश्वर गाउँपालिका	2024
2373	2373	Mukhiyapati  Mushaharmiya Rural Municipality	मुखियापटी मुसहरमिया गाउँपालिका	2024
2371	2371	Ramgopalpur Municipality	रामगोपालपुर नगरपालिका	2025
2387	2387	Laxminiya Rural Municipaltiy	लक्ष्मीनिया गाउँपालिका	2024
2386	2386	Bhangaha Municipality	भँगाहा नगरपालिका	2025
2389	2389	Balawa Municipality	बलवा नगरपालिका	2025
2390	2390	Hansapur Rural Municipaltiy	हंसपुर गाउँपालिका	2024
2391	2391	Pipara Rural Municipality	पिपरा गाउँपालिका	2025
2439	2439	Bishnu Rural Municipality	विष्णु  गाउँपालिका	2026
2397	2397	Ishworpur Municipality	इश्वरपुर नगरपालिका	2026
2399	2399	Malangwa Municipality	मलंगवा नगरपालिका	2026
2422	2422	Kabilasi Rural Municipaltiy	कविलासी गाउँपालिका	2026
2406	2406	Haripur  Municipaltiy	हरीपुर नगरपालिका	2026
2426	2426	Chakraghatta Rural Municipality	चक्रघटा गाउँपालिका	2026
2427	2427	ESMA RURAL MUNICIPALITY	इस्मा गाउँपालिका	2059
2428	2428	KALIGANDAGI RURAL MUNICIPALITY	कालीगण्डकी गाउँपालिका	2059
2429	2429	ChandraNagar Rural Municipality	चन्द्रनगर गाउँपालिका	2026
2430	2430	Dhankoul Rural Municipality	धनकौल गाउँपालिका	2026
2431	2431	Fikkal Rural Municipaltiy	फिक्कल गाउँपालिका	2032
2432	2432	GULMIDARBAR RURAL MUNICIPALITY	गुल्मीदरबार गाउँपालिका	2059
2434	2434	Brahapuri Rural Municipaltiy	ब्रहापुरी गाउँपालिका	2026
2435	2435	SATYAWATI RURAL MUNICIPALITY	सत्यवती गाउँपालिका	2059
2437	2437	Ramnagar Rural Municipaltiy	रामनगर  गाउँपालिका	2026
2438	2438	CHANDRAKOT RURAL MUNICIPALITY	चन्द्रकोट गाउँपालिका	2059
2367	2367	Sonma Rural Municipaltiy	सोनमा गाउँपालिका	2025
2441	2441	Manthali Municipality	मन्थली नगरपालीका	2031
2443	2443	Ramechhap Municipality	रामेछाप नगरपालीका	2031
2395	2395	Aaurahi Municipality	औरही नगरपालिका	2025
2445	2445	CHHATRAKOT RURAL MUNICIPALITY	छत्रकोट गाउँपालिका	2059
2446	2446	Umakunda Rural Municipality	उमाकुण्ड गाउँपालिका	2031
2410	2410	Hariwan Municipality	हरिवन नगरपालिका	2026
2411	2411	Barahthawa Municipality	बरहथवा नगरपालिका	2026
2415	2415	Balara  Municipaltiy	बलरा नगरपालिका	2026
2417	2417	Godaita  Municipaltiy	गोडैटा नगरपालिका	2026
2418	2418	Bagmati Municipality	बागमती नगरपालिका	2026
2408	2408	Haripurba Municipality	हरिपुर्वा नगरपालिका	2026
2404	2404	Lalbandi  Municipaltiy	लालबन्दी नगरपालिका	2026
2448	2448	DHURKOT RURAL MUNICIPALITY	धुर्कोट गाउँपालिका	2059
2442	2442	Rurukshetra RURAL MUNICIPALITY	रुरुक्षेत्र गाउँपालिका	2059
2405	2405	Dudhauli Municipality	दुधौली नगरपालीका	2032
2412	2412	Golanjor Rural Municipality	गोलन्जोर गाउँपालिका	2032
2421	2421	Ghyanlekh Rural Municipality	घ्याङलेख गाउँपालिका	2032
2425	2425	Tinpatan Rural Municipality	तिनपाटन गाउँपालिका	2032
2433	2433	Marin Rural Municipality	मरिण गाउँपालिका	2032
2440	2440	Hariharpurgadhi Rural Municipality	हरिहरपुरगढी गाउँपालिका	2032
2414	2414	Mayadevi Rural Municipality	मायादेवी गाउँपालिका	2056
2394	2394	Chhatradev Rural Municipality	छत्रदेव गाउँपालिका	2058
2396	2396	Panini Rural Municipality	पाणिनी गाउँपालिका	2058
2398	2398	Malarani Rural Municipality	मालारानी गाउँपालिका	2058
2449	2449	Khadadevi Rural Municipality	खाडादेवि  गाउँपालिका	2031
2451	2451	MADANE RURAL MUNICIPALITY	मदाने गाउँपालिका	2059
2452	2452	MAALIKA RURAL MUNICIPALITY	मालिका गाउँपालिका	2059
2493	2493	Suddhodhan Rural Municipality	शुद्धोधन गाउँपालिका	2055
2456	2456	Doramba Rural Municipaltiy	दोरम्बा गाउँपालिका	2031
2461	2461	Nisdi Rural Municipality	निस्दी गाउँपालिका	2057
2462	2462	Purbakhola Rural Municipality	पुर्वखोला गाउँपालिका	2057
2463	2463	Rambha Rural Municipality	रम्भा गाउँपालिका	2057
2464	2464	Gaidhawa Rural Municipality	गैडहवा गाउँपालिका	2055
2465	2465	Mathagadhi Rural Municipality	माथागढी गाउँपालिका	2057
2466	2466	Tinau Rural Municipality	तिनाउ गाउँपालिका	2057
2467	2467	Bagnaskali Rural Municipality	बगनासकाली गाउँपालिका	2057
2469	2469	Ribdikot Rural Municipality	रिब्दीकोट गाउँपालिका	2057
2471	2471	Raina Rural Municipality	रैनादेवी गाउँपालिका	2057
2485	2485	Kanchan Rural Municipality	कन्चन गाउँपालिका	2055
2486	2486	Kotahimai Rural Muncipal	कोटहीमाई गाउँपालिका	2055
2487	2487	Marchawari Rural Municipality	मर्चवारी गाउँपालिका	2055
2488	2488	Mayadevi Rural Municipality	मायादेवी गाउँपालिका	2055
2489	2489	Omsatiya Rural Municipality	ओमसतिया गाउँपालिका	2055
2490	2490	Rohini Rural Municipality	रोहिणी गाउँपालिका	2055
2491	2491	Sammarimari Rural Municipality	सम्मरीमाई गाउँपालिका	2055
2492	2492	Siyari Rural Municipality	सियारी गाउँपालिका	2055
2508	2508	Indrabati  Rural Municipality	ईन्द्राबती गाँउपालिका	2034
2511	2511	Aalital Rural Municipaltiy	आलिताल गाउँपालिका	2082
2512	2512	Bhageswar Rural Municipality	भागेश्वर गाउँपालिका	2082
2513	2513	Nawadurga Rural Municipality	नवदुर्गा गाउँपालिका	2082
2514	2514	Jugal Rural Minicipality	जुगल गाँउपालिका	2034
2515	2515	Ajayameru Rural Municipality	अजयमेरू गाउँपालिका	2082
2516	2516	Pachapokhari Thanpal Rural Minicipality	पाँचपोखरी थाङपाल गाउँपालिका	2034
2517	2517	Ganyapdhura Rural Municipality	गन्यापधुरा गाउँपालिका	2082
2518	2518	Balefi Rural Municipality	बलेफी गाउँपालिका	2034
2522	2522	Bhotekoshi Rural Municipality	भाटेकोशी गाउँपालिका	2034
2524	2524	Sunarya Rural Municipality	सुर्नया गाउँपालिका	2081
2525	2525	Sigas Rural Municipality	सिगास गाउँपालिका	2081
2526	2526	Shivanath Rural Municipality	शिवनाथ गाउँपालिका	2081
2527	2527	Lisakhu pakhar Rural Municipality	लिसंखु पाखर गाउँपालिका	2034
2528	2528	Pancheshwor Rural Municipality	पन्चेश्वर गाउँपालिका	2081
2529	2529	Dogadakedar Rural Municipality	दोगडाकेदार गाउँपालिका	2081
2530	2530	Dilasaini Rural Municipality	डिलासैनी गाउँपालिका	2081
2531	2531	Sunkoshi Rural Municipality	सुनकोशी गाउँपालिका	2034
2533	2533	Helambu Rular Municipality	हेलम्बु गाउँपालिका	2034
2450	2450	Kalinchowok Rural Municipaltiy	कालिन्चोक गाउँपालिका	2030
2453	2453	Gokul Ganga Rural Municipality	गोकुलगङगा  गाउँपालिका	2031
2459	2459	Sunpati Rural Municipality	सुनापती गाउँपालिका	2031
2458	2458	Likhu Tamakoshi Rural Municipality	लिखु तामाकोशी गाउँपालिका	2031
2536	2536	Tirpurasundari Rural Municipality	त्रिपुरासुन्दरी गाउँपालिका	2034
2548	2548	Khanikhola Rural Municipality	खानीखोला गाउँपालिका	2033
2565	2565	Chaurideaurali Rural Municipality	चौरीदेउराली गाउँपालिका	2033
2567	2567	Bethanchowok Rural Municipality	बेथानचोक गाउँपालिका	2033
2569	2569	Bhumlu Rural Municipality	भुम्लु गाउँपालिका	2033
2570	2570	Putha utarganga Rural Municipality	पुथा उत्तरगंगा गाउँपालिका	2060
2572	2572	Bhume  Rural Municipality	भुमे गाउँपालिका	2060
2582	2582	Konjyoshoma Rural Municipality	कोन्ज्योसोम गाउँपालिका	2041
2583	2583	Bagmati Rural Municipality	बाग्मती गाउँपालिका	2041
2586	2586	Mahanala Rural Municipality	महाङाल गाउँपालिका	2041
2591	2591	Gaumul Rural Municipality	गौमुल गाउँपालिका	2076
2599	2599	HIMALI RURAL MUNICIPALITY	हिमाली गाउँपालिका	2076
2628	2628	TALKOT RURAL MUNICIPALITY	तलकोट गाउँपालिका	2077
2629	2629	MASTA RURAL MUNICIPALITY	मष्टा गाउँपालिका	2077
2631	2631	KHAPTADCHHATRA Rural Municipaltiy	खप्तडछात्रा गाउँपालिका	2077
2633	2633	Thalara Rural Municipality	थलारा गाँउपालिका	2077
2634	2634	Bitthadachir Rural Municipality	वित्थडचिर गाउँपालिका	2077
2636	2636	Surma Rural Municipality	सूर्मा गाउँपालिका	2077
2637	2637	Chabispathivera Rural Municipality	छबिसपाथीभेरा गाउँपालिका	2077
2639	2639	Durgathali Rural Municipality	दुर्गाथली गाउँपालिका	2077
2641	2641	Kedarsyun Rural Municipality	केदारस्युँ गाउँपालिका	2077
2652	2652	Churpati Rural Municipality	चौरपाटी गाउँपालिका	2079
2654	2654	Mellekha Rural Municipality	मेल्लेख गाउँपालिका	2079
2655	2655	Batrigadi Jaygadi Rural Municipality	बात्रीगढी जयगढ गाउँपालिका	2079
2537	2537	Bulintar Rural Municipaltiy	बुलीङटार गाउँपालिका	2053
2540	2540	Hupsekot Rural Municipality	हुप्सेकोट गाउँपालिका	2053
2539	2539	Sarabal Rural Municipaltiy	सरावल गाउँपालिका	2054
2573	2573	Sisne  Rural Municipality	सिस्ने गाउँपालिका	2060
2576	2576	Tribeni  Rural Municipality	त्रिवेणी गाउँपालिका	2066
2575	2575	Mahavarat Rural Municipality	महाभारत गाउँपालिका	2033
2577	2577	Roshi Rural Municipality	रोशी गाउँँपालिका	2033
2656	2656	Dupcheshowar Rural Municipality	दुप्चेश्रर गाउँपालिका	2036
2574	2574	Baphikot  Rural Municipality	बाँफिकोट गाउँपालिका	2066
2578	2578	Sanibheri  Rural Municipality	सानीभेरी गाउँपालिका	2066
2630	2630	Aautirgaya Rural Municipality	उतरगया गाउँपालिका	2035
2827	2827	Chingad  Rural Municipality	चिङ्गाड गाउँपालिका	2075
2594	2594	Jagannath RURAL MUNICIPALITY	जगन्‍नाथ गाउँपालिका	2076
2596	2596	SWAMIKARTIK khapar RURAL MUNICIPALITY	स्वामीकार्तिक खापर गाउँपालिका	2076
2598	2598	Khaptad Chhededaha MUNICIPALITY	खप्तड छेडेदह गाउँपालिका	2076
2566	2566	Temal Rural Municipality	तेमाल गाउँपालिका	2033
2646	2646	Kakani Rural Municipality	ककनी गाउँँपालिका	2036
2632	2632	Kalika Rural Municipality	कालिका गाउँपालिका	2035
2635	2635	Goshahikundha Rural Municipality	गोसाईकुण्ड गाउँपालिका	2035
2638	2638	Naukundha Rural Municipality	नौकुन्ड गाउँपालिका	2035
2640	2640	Aamachhodingmo Rular Municipality	आमाछोदिङमो गाउँपालिका	2035
2650	2650	Tadi Rural Municipality	तादी गाउँपालिका	2036
2653	2653	Tarakeshowar Rural Municipality	तारकेश्वर गाउँपालिका	2036
2534	2534	Partappur Rural Municipality	प्रतापपुर गाउँपालिका	2054
2657	2657	Ramaroshan Rural Municipality	रामारोशन गाउँपालिका	2079
2658	2658	Dhakari Rural Municipality	ढकारी गाउँपालिका	2079
2660	2660	Turmakhad Rural Municipality	तुर्माखाँद गाउँपालिका	2079
2665	2665	Purbichuki Rural Municipality	पूर्वीचौकी गाउँपालिका	2078
2667	2667	Badikedar Rural Municipality	बडिकेदार गाउँपालिका	2078
2668	2668	Jorayal Rural Municipality	जोरायल गाउँपालिका	2078
2669	2669	Sayal Rural Municipality	सायल गाउँपालिका	2078
2670	2670	Aadarsha Rural Municipality	आर्दश गाउँपालिका	2078
2672	2672	K.I.C Rural Municipality	कें.आई.सी गाउँपालिका	2078
2687	2687	Gauriganga Municipality	गौरीगंगा नगरपालीका	2084
2689	2689	Janaki  Rural Municipality	जानकी गाउँपालिका	2084
2690	2690	Bardagoriya  Rural Municipality	बर्दगोरिया गाउँपालिका	2084
2692	2692	Mohanyal  Rural Municipality	मोहन्याल गाउँपालिका	2084
2693	2693	Kailali  Rural Municipality	कैलाली गाउँपालिका	2084
2694	2694	Josipur  Rural Municipality	जोशीपुर गाउँपालिका	2084
2696	2696	Chure  Rural Municipality	चुरे गाउँपालिका	2084
2714	2714	Beldandi  Rural Municipality	बेलडाँडी गाउँपालिका	2083
2715	2715	Chandrapur Muncipality	चन्द्रपुर नगरपालीका	2027
2717	2717	Laljhadi  Rural Municipality	लालझाडी गाउँपालिका	2083
2721	2721	Malikarjun  Rural Municipality	मालिकार्जुन गाउँपालिका	2080
2724	2724	Apihimal  Rural Municipality	अपिहिमाल गाउँपालिका	2080
2725	2725	Gaur Muncipality	गौर नगरपालीका	2027
2726	2726	Duhu  Rural Municipality	दुहुँ गाउँपालिका	2080
2676	2676	Hetauda Sub-Metropolitain	हेटौडा उप महानगरपालीका	2039
2673	2673	Bogatan Phudsil Rural Municipality	बोगटान फुड्सिल गाउँपालिका	2078
2661	2661	Likhu Rural Municipality	लिखु गाउँपालिका	2036
2666	2666	Shivapuri Rural Municipality	शिबपुरी गाउँपालिका	2036
2671	2671	Sureygadhi Rural Municipality	सुर्यगढी गाउँपालिका	2036
2682	2682	Khaniyabasa Rural Municipality	खनियाबास गाउँपालिका	2037
2686	2686	Gajuri Rural Municipality	गजुरी गाउँपालिका	2037
2691	2691	Galchhi Rural Municipality	गल्छी गाउँपालिका	2037
2680	2680	Taha Muncipality	थाहा नगरपालीका	2039
2684	2684	Indrasarobar Rural Municipality	इन्द्रसरोवर गाउँपालिका	2039
2688	2688	Kailash Rural Municipality	कैलास गाउँपालिका	2039
2695	2695	Bakaiya Rural Municipality	बकैया गाउँपालिका	2039
2698	2698	Bagmati Rural Municipality	वाग्मती गाउँपालिका	2039
2702	2702	Bhimphadi Rural Municipality	भिमफेदी गाउँपालिका	2039
2705	2705	Makwanpurgadhi Rural Municipality	मकवानपुरगढी गाउँपालीका	2039
2707	2707	Manahari Rural Municipality	मनहरी गाउँपालीका	2039
2710	2710	Rakshi Rang Rural Municipality	राक्सिराङ गाउपालीका	2039
2727	2727	Naugad  Rural Municipality	नौगाड गाउँपालिका	2080
2729	2729	Marma  Rural Municipality	मार्मा गाउँपालिका	2080
2731	2731	Lekam  Rural Municipality	लेकम गाउँपालिका	2080
2733	2733	Byas  Rural Municipality	ब्याँस गाउँपालिका	2080
2737	2737	Durga bhanwoti Rular Muncipality	दुर्गा भगवती गाउँपालिका	2027
2776	2776	Kalaiya submetropolitiancity	कलैया उपमहानगरपालीका	2028
2783	2783	Jitpursimara Submetropolitiancity	जितपुरसिमारा उपमहानगरपालीका	2028
2787	2787	Kohalbi Muncipality	कोहल्वी नगरपालीका	2028
2790	2790	Nijgadha Muncipality	निजगढ नगरपालीका	2028
2792	2792	Mahagadhimai Muncipality	महागढीमाई नगरपालीका	2028
2797	2797	Adarsha kotwal Rural Muncipality	आर्दश कोटवाल गाउँपालीका	2028
2799	2799	Karaiyamai Rural Muncipality	करैयामाई गाउँपालिका	2028
2800	2800	Aabukhaireni Rural  Municipality	आँबुखैरेनी गाउँपालीका	2045
2801	2801	Debtal Rural Muncipality	देवताल गाउँपालीका	2028
2818	2818	Parwanipur Rural Muncipality	परवानीपुर गाउँपालीका	2028
2819	2819	Chukune Rural Municipality	चौकुने गाउँपालिका	2075
2820	2820	Ghiringa Rural Municipality	घिरिङ गाउँपालीका	2045
2821	2821	Parsauni Rular Muncipality	प्रसौनी गाउँपालीका	2028
2822	2822	Barahatal  Rural Municipality	बराहताल गाउँपालिका	2075
2824	2824	Fetha Rular Muncipality	फेटा गाउँपालीका	2028
2753	2753	Barpak Sulikot Rural Municipaltiy	बारपाक सुलिकोट गाउँपालिका	2043
2775	2775	Sahid lakhan Rural Municipality	शहिद लखन गाउँपालिका	2043
2758	2758	Chumanubi Rural Municipality	चुमनुबी गाउँपालीका	2030
2745	2745	Icchakamana Rural Municipality	इच्छाकामना गाउँपालीका	2038
2754	2754	Siranchowok Rural Municipality	सिरानचोक गाउँपालीका	2043
2757	2757	Gandaki Rural Municipality	गण्डकी गाउँपालीका	2043
2759	2759	Dhache Rural Municipality	धार्चे गाउँपालीका	2043
2774	2774	Bhimsenthapa Rural Municipality	भिमसेनथापा गाउँपालिका	2043
2728	2728	Baudhimai Muncipality	बौधीमाइ नगरपालीका	2027
2730	2730	Brindaban Muncipality	बृदावन नगरपालिका	2027
2734	2734	Debahi Gonahi Muncipality	देवाही गोनाही नगरपालिका	2027
2739	2739	Gadhimai Muncipality	गढीमाई नगरपालिका	2027
2740	2740	Gajura Muncipality	गँजुरा नगरपालिका	2027
2744	2744	Madhav Naryana Muncipality	माधव नारायण नगरपालिका	2027
2746	2746	Maulapur  Muncipality	मौलापुर नगरपालिका	2027
2747	2747	Phatuwabijyapur  Muncipality	फतुवाविजउपुर नगरपालिका	2027
2748	2748	Ishnath  Muncipality	ईसनाथ नगरपालिका	2027
2750	2750	Paroha  Muncipality	परोहा नगरपालिका	2027
2752	2752	Rajapur  Muncipality	राजपुर नगरपालिका	2027
2781	2781	Kabholasothar  Rural Municipality	कव्होलासोथार गाउँपालीका	2044
2782	2782	dudhapokhari Rural Municipality	दुधपोखरी गाउँपालीका	2044
2786	2786	Dodri Rural Municipality	दोर्दी गाँउपालिका	2044
2789	2789	Marsand Rural Municipality	मस्र्याङदी गाउँपालीका	2044
2826	2826	Baragadhi Rural Muncipality	बारागढी गाउँपालीका	2028
2830	2830	Simta  Rural Municipality	सिम्ता गाउँपालिका	2075
2875	2875	Birgunj MetropolitanCity	वीरगंज महानगरपालिका	2029
2854	2854	Bhagwatimae  Rural Municipality	भगवतीमाई गाउँपालिका	2074
2855	2855	Guras  Rural Municipality	गुरास गाउँपालिका	2074
2876	2876	Dungedhar  Rural Municipality	डुङ्गेधर गाउँपालिका	2074
2878	2878	Naumule  Rural Municipality	नैमुले गाउँपालिका	2074
2879	2879	Mahabu  Rural Municipality	महाबु गाउँपालिका	2074
2880	2880	Bhirabi  Rural Municipality	भैरवी गाउँपालिका	2074
2882	2882	Thatikadha  Rural Municipality	ठाँटीकाँध गाउँपालिका	2074
2887	2887	Junicade  Rural Municipality	जुनीचाँदे गाउँपालिका	2073
2888	2888	Barekot  Rural Municipality	बारेकोट गाउँपालिका	2073
2889	2889	Pokharia Muncipality	पोखरीया नगरपालीका	2029
2890	2890	Shibalaya  Rural Municipality	शिवालय गाउँपालिका	2073
2897	2897	Jagarnathpur Rural Muncipality	जगरनाथपुर गाउँपालीका	2029
2898	2898	Dhobini Rural Muncipality	धोबिनी गाउँपालीका	2029
2899	2899	Dulpo duddha  Rural Municipality	डोल्पो वुद्ध गाउँपालिका	2068
2900	2900	Chipaharmai Rural Muncipality	छिपहरमाई गाउँपालीका	2029
2901	2901	She phoksundo  Rural Municipality	शे फोक्सुण्डो गाउँपालिका	2068
2902	2902	Jagdulla Rural Municipality	जगदुल्ला गाउँपालिका	2068
2903	2903	Pakaha Mainpur Rural Muncipality	पकाहा मैनपुर गाउँपालीका	2029
2904	2904	Mudkecula  Rural Municipality	मुडकेचुला गाउँपालिका	2068
2905	2905	Bindbasini Rural Muncipality	बिन्दबासिनी गाउँपालीका	2029
2906	2906	Kaeke  Rural Municipality	काईके गाउँपालिका	2068
2915	2915	Charka tanson  Rural Municipality	छार्का ताङसोङ गाउँपालिका	2068
2919	2919	Sakhuwa Parsauni Rural Muncipality	सखुवा प्रसौनी गाउँपालीका	2029
2920	2920	Kankasundari Rural Municipality	कनकासुन्दरी गाउँपालिका	2069
2921	2921	Sreja  Rural Municipality	र्सिजा गाउँपालिका	2069
2922	2922	Paterwa sugauli Rural Muncipality	पटेर्वा सुगौली गाउँपालीका	2029
2923	2923	Hima  Rural Municipality	हिमा गाउँपालिका	2069
2924	2924	Tila  Rural Municipality	तिला गाउँपालिका	2069
2925	2925	Guthicaur  Rural Municipality	गुठिचौर गाउँपालिका	2069
2926	2926	Tatopani  Rural Municipality	तातोपानी गाउँपालिका	2069
2927	2927	Patarasi  Rural Municipality	पातारासी गाउँपालिका	2069
2954	2954	Pachaljarana  Rural Municipality	पचालझरना गाउँपालिका	2072
2956	2956	Satri tribeni  Rural Municipality	साञी ञिवेणी गाउँपालिका	2072
2957	2957	Annapurna Rural Muncipality	अन्नपुर्ण गाउँपालीका	2046
2958	2958	Narharinath  Rural Municipality	नरहरिनाथ गाउँपालिका	2072
2959	2959	Machapuche Rural Muncipality	माछापुच्छे गाउँपालीका	2046
2961	2961	Mahabai  Rural Municipality	महावै गाउँपालिका	2072
2960	2960	Shuva Kalika Rural Municipality	शुभ कालीका गाउँपालिका	2072
2917	2917	Parsagadhi Muncipality	पर्सागढी नगरपालिका	2029
2894	2894	Jirabhawani Rural Muncipality	जिरा भवानी गाउँपालीका	2029
2886	2886	Kuse  Rural Municipality	कुशे गाउँपालिका	2073
2749	2749	Ghorakha Municipality	गोरखा नगरपालिका	2043
2829	2829	Bandhipur Rural Municipality	बन्दिपुर गाउँपालीका	2045
2962	2962	Madi Rural Muncipality	मादी गाउँपालीका	2046
2964	2964	Palata  Rural Municipality	पलाता गाउँपालिका	2072
2965	2965	Rupa Rural Muncipality	रूपा गाउँपालीका	2046
2976	2976	Chame Rural Muncipality	चामे गाउँपालीका	2047
2985	2985	Jaljala Rular Municipality	जलजला गाउँपालीका	2049
2987	2987	Paiyu Rular Municipality	पैंयू गाउँपालीका	2049
2995	2995	Mahashila Rular Municipality	महाशिला गाउँपालीका	2049
2996	2996	Modi Rular Municipality	मोदी गाउँपालीका	2049
2998	2998	Bihadi Rular Municipality	विहादी गाउँपालीका	2049
3001	3001	Mugumakamarog  Rural Municipality	मुगुमकार्मार्रोग गाउँपालिका	2070
3002	3002	Soru  Rural Municipality	सोरू गाउँपालिका	2070
3004	3004	Khatyad  Rural Municipality	खत्याड गाउँपालिका	2070
3006	3006	Simkot  Rural Municipality	सिमकोट गाउँपालिका	2071
3007	3007	Galkota Municipality	गल्कोटा नगरपाकिला	2052
3008	3008	Gharpaghang Rural Municipaltiy	घरपझोङ गाँउपालिका	2048
3009	3009	Namkha  Rural Municipality	नाम्खा गाउँपालिका	2071
3010	3010	Thasang Rural Muncipalicity	थासाङ गाउँपालीका	2048
3014	3014	Khapunatha  Rural Municipality	खार्पुनाथ गाउँपालिका	2071
3015	3015	Lemthang Rural Muncipality	लेमन्थाङ गाउँपालीका	2048
3018	3018	Sarkegad  Rural Municipality	सर्केगाड गाउँपालिका	2071
3023	3023	Aadanculi  Rural Municipality	अदानचुली गाउँपालिका	2071
3025	3025	Tajakot  Rural Municipality	ताँजाकोट गाउँपालिका	2071
3028	3028	Bagchaur Muncipality	बागचौर नगरपालीका	2067
3030	3030	Kalimati Rural Muncipality	कालीमाटी गाउँपालीका	2067
3031	3031	Tribeni Rural Muncipality	त्रिवेणी गाउँपालीका	2067
3034	3034	Kapurkot  Rural Municipality	कपुरकोट गाउँपालिका	2067
3035	3035	Chatredhari  Rural Municipality	छत्रेधरी गाउँपालिका	2067
2978	2978	Narpa Bhumi Rural Muncipality	नार्पा भूमि गाउँपालिका	2047
2974	2974	Aajunchaupari Rural Municipality	अजुर्नचौपारी गाउँपालिका	2050
3017	3017	Varagung Muktichhetra Rural Municipality	वारागुङ मुक्तिक्षेत्र गाउँपालिका	2048
3037	3037	Kumakh Rural Municipality	कुमाख गाउँपालिका	2067
3036	3036	Siddha Kumakh Rural Municipality	सिद्ध कुमाख गाउँपालिका	2067
2977	2977	Aadikhola Rural Municipality	आधिखोला गाउँपालिका	2050
2997	2997	Biruba Rural Municipality	बिरूबा गाउँपालिका	2050
3000	3000	Marinasa Rural Municipality	हरिनास गाउँपालिका	2050
2966	2966	Beni Municipality	बेनी नगरपालिका	2051
2975	2975	Annapurna Rural Municipality	अन्नपुर्ण गाउँपालीका	2051
2979	2979	Dhaulagiri Rural Municipality	धवलागिरी गाउँपालीका	2051
2980	2980	Mangala Rural Municipality	मंगला गाउँपालीका	2051
2981	2981	Malika Rural Municipality	मालिका गाउंपाकिला	2051
2982	2982	Raghu Rural Municipality	रघु गंगा गाउँपालीका	2051
3016	3016	wareng Rural Municipality	वरेङ गाउँपालीका	2052
3019	3019	Kathekhola Rural Municipality	काठेखोला गाउँपालीका	2052
3020	3020	Tamankhola Rural Municipality	तमानखोला गाउँपालीका	2052
3022	3022	Tarakhola Rural Municipality	ताराखोला गाउँपालीका	2052
3024	3024	Nishikhola Rural Municipality	निसीखोला गाउँपालीका	2052
3026	3026	Badigad Rural Municipality	वडिगाड गाउँपालीका	2052
3054	3054	Darma  Rural Municipality	दार्मा गाउँपालिका	2067
3012	3012	Dhorpatan Municipality	ढोरपाटन नगरपालिका	2052
3027	3027	Sharadha municipality	सारदा नगरपालिका	2067
3032	3032	Bangad kupende Municipality	बनगाड कुपेण्डे नगरपालिका	2067
2473	2473	Kabasoti Municipality	कावासोती नगरपालिका	2053
2103	2103	Deumai Municipality	देउमाई नगरपालीका	2010
2815	2815	Pachrauta Municipality	पचरौता नगरपालिका	2028
2601	2601	Gokanaswor Municipality	गोकर्णेश्वर नगरपालिका	2042
2193	2193	Sadhananda Municipality	षडानन्द नगरपालीका	2014
2828	2828	Suwarna Muncipality	सुवर्ण गाउँपालिका	2028
2795	2795	Simmarngadha Muncipality	सिम्रौनगढ नगरपालिका	2028
2709	2709	Shuklaphat Municipality	शुक्ला‌फाँटा नगरपालिका	2083
2447	2447	Bhimeshwar  Municipaltiy	भीमेश्वर नगरपालिका	2030
5050	3078	rajadevi municipality	राजदेवी नगरपालिका	2027
2156	2156	Barahakshetra Municipaltiy	बराहक्षेत्र नगरपालिका	2021
